;id_professor;nome;anoconclusao;tipo;departamento
4881;9a3fde43-8a46-4903-8c6f-b5bba12034e7;SISTEMA FAXINAL - UMA FORMA DE USO SUSTENTAVEL DA MATA DE ARAUCARIA? INVESTIGACOES PEDOLOGICAS NO PARANA, SUL DO BRASIL;2004;RESUMO;Departamento de Geociências
4882;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A ESTRUTURA DE POVOAMENTO DO SISTEMA FAXINAL: O CASO DO FAXINAL SETE SALTOS DE BAIXO EM PONTA GROSSA - PR;2004;RESUMO;Departamento de Geociências
4883;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ARRANJO FERROVIARIO E ESPACO NA REGIAO DOS CAMPOS GERAIS/MATA DE ARAUCARIA (PR);2004;RESUMO;Departamento de Geociências
4884;9a3fde43-8a46-4903-8c6f-b5bba12034e7;FERROVIA E REPRESENTACOES SOCIAIS: O CASO DA LINHA FERREA PONTA GROSSA - UNIAO DA VITORIA NO PARANA;2004;RESUMO;Departamento de Geociências
4885;9a3fde43-8a46-4903-8c6f-b5bba12034e7;CONHECENDO OS ELEMENTOS DA MORFOLOGIA URBANA DA AREA CENTRAL DE PONTA GROSSA (PR): PRIMEIRO PASSO PARA COMPREENSAO DAS POLITICAS PUBLICAS PARA PRESERVACAO HISTORICO-CULTURAL;2004;RESUMO;Departamento de Geociências
4886;9a3fde43-8a46-4903-8c6f-b5bba12034e7;IMAGEM IDENTITARIA E IMAGEM TURISTICA: REFLEXOES PARA O MUNICIPIO DE IRATI - PR;2004;RESUMO;Departamento de Geociências
4887;9a3fde43-8a46-4903-8c6f-b5bba12034e7;SEGREGACAO ESPACIAL EM CONDOMINIOS HORIZONTAIS E LOTEAMENTOS FECHADOS: UMA MODALIDADE RECENTE DE EXPANSAO URBANA EM PONTA GROSSA - PR;2004;RESUMO;Departamento de Geociências
4888;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A CONFIGURACAO DO TERRITORIO DA CORPORACAO ITAU NO ESTADO DO PARANA NA TRANSICAO DO MILENIO;2004;RESUMO;Departamento de Geociências
4889;9a3fde43-8a46-4903-8c6f-b5bba12034e7;"O APELO AMBIENTAL NO ""SALVAMENTO"" DE CIDADES QUE ENCOLHEM: EXPERIENCIAS RECENTES DA ANTIGA ALEMANHA ORIENTAL";2004;COMPLETO;Departamento de Geociências
4890;b00f4a6d-9a2d-4a99-b6d1-2521e6663c89;ANTIOXIDANTES  NATURAIS DE IPOMOEA BATAS (L) LAM;2022;RESUMO_EXPANDIDO;Departamento de Química
4891;9a3fde43-8a46-4903-8c6f-b5bba12034e7;DA SUBSISTENCIA DO SISTEMA FAXINAL A SUBORDINACAO A AGROINDUSTRIA DO FUMO: A DESAGREGACAO DO FAXINAL DOS LEMES NO MUNICIPIO DE IPIRANGA - PR;2005;RESUMO;Departamento de Geociências
4892;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ELABORACAO PARTICIPATIVA DE MAPAS: UMA APLICACAO AO FAXINAL DOS LEMES EM IPIRANGA - PR;2005;RESUMO;Departamento de Geociências
4893;1edbde62-0a41-46a0-8a7c-df9a7c803869;SINTESE DOS CINAMALPIRUVATOS DE SODIO E CADMIO E ESTUDO DESTES COMPOSTOS ATRAVES DE ANALISE TERMICA E FTIR;2001;RESUMO;Departamento de Química
4894;9a3fde43-8a46-4903-8c6f-b5bba12034e7;REDE FAMILIAR E SISTEMA FAXINAL: O CASO DO FAXINAL DOS LEMES NO MUNICIPIO DE IPIRANGA - PR;2005;RESUMO;Departamento de Geociências
4895;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A ESTRUTURA DE POVOAMENTO EM COMUNIDADES RURAIS CABOCLAS: O CASO DO FAXINAL SETE SALTOS DE BAIXO EM PONTA GROSSA - PR;2005;RESUMO;Departamento de Geociências
4896;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ARRANJO FERROVIARIO E ESPACO NA REGIAO DOS CAMPOS GERAIS/MATA DE ARAUCARIA;2005;RESUMO;Departamento de Geociências
4897;9a3fde43-8a46-4903-8c6f-b5bba12034e7;FERROVIA E REPRESENTACOES SOCIAIS: O CASO DA LINHA FERREA PONTA GROSSA-UNIAO DA VITORIA;2005;RESUMO;Departamento de Geociências
4898;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O CARNAVAL PONTA-GROSSENSE DE 1945 A 1956 ENQUANTO UM ESPACO DE REPRESENTACOES;2005;RESUMO;Departamento de Geociências
4899;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS FAXINAIS ENQUANTO POPULACOES TRADICIONAIS E TERRITORIOS SOCIAIS: ALGUMAS REFLEXOES;2005;RESUMO;Departamento de Geociências
4900;9a3fde43-8a46-4903-8c6f-b5bba12034e7;POVOS TRADICIONAIS E TERRITORIOS SOCIAIS: REFLEXOES ACERCA DOS POVOS E DAS TERRAS DE FAXINAL DO BIOMA DA MATA COM ARAUCARIA;2005;COMPLETO;Departamento de Geociências
4901;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O SISTEMA FAXINAL ENQUANTO FORMA DE ORGANIZACAO CABOCLA: O CASO DO FAXINAL SETE SALTOS DE BAIXO EM PONTA GROSSA - PR;2005;COMPLETO;Departamento de Geociências
4902;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS FAXINAIS ENQUANTO POPULACOES TRADICIONAIS E TERRITORIOS SOCIAIS: ALGUMAS REFLEXOES.;2005;COMPLETO;Departamento de Geociências
4903;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS ELEMENTOS DA MORFOLOGIA URBANA COMO INSTRUMENTAL PARA AS PRATICAS DE PLANEJAMENTO URBANO E PRESERVACAO CULTURAL: APLICACAO A AREA CENTRAL DO MUNICIPIO DE PONTA GROSSA - PR;2005;COMPLETO;Departamento de Geociências
4904;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A AGROINDUSTRIA FUMAGEIRA COMO UM FATOR DE DESAGREGACAO DO FAXINAL DOS LEMES NO MUNICIPIO DE IPRIRANGA-PR;2005;RESUMO;Departamento de Geociências
4905;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A APLICABILIDADE DO DIAGNOSTICO RURAL PARTICIPATIVO COMO SUPORTE PARA A FORMULACAO DE POLITICAS PUBLICAS: O CASO DO DISTRITO DE ITAPARA (IRATI-PR);2005;RESUMO;Departamento de Geociências
4906;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A CONSTRUCAO PARTICIPATIVA DE MAPAS E O USO DO GPS: UMA ANALISE DO CASO DO FAXINAL DOS LEMES NO MUNICIPIO DE IPIRANGA - PR;2005;RESUMO;Departamento de Geociências
4907;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A ESTRUTURACAO FAMILIAR NO FAXINAL DOS SEIXAS NO MUNICIPIO DE SAO JOAO DO TRIUNFO - PR;2005;RESUMO;Departamento de Geociências
4908;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A LOGICA ESPACIAL DAS COMUNIDADES CABOCLAS: O CASO DO FAXINAL SETE SALTOS DE BAIXO EM PONTA GROSSA - PR;2005;RESUMO;Departamento de Geociências
4909;9a3fde43-8a46-4903-8c6f-b5bba12034e7,94e5a525-810b-4a69-9085-657bbf49d9f6;PELA DEFESA DE POVOS E TERRAS DE FAXINAIS: REFLEXOES SOBRE UMA ACAO EXTENSIONISTA;2005;RESUMO;Departamento de Geociências
4910;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMPARACAO ENTRE OS CALENDARIOS SAZONAIS DE TRABALHO ANTES DO FUMO E COM ELE: APLICACAO AO FAXINAL DOS SEIXAS EM SAO JOAO DO TRIUNFO - PR;2005;RESUMO;Departamento de Geociências
4911;9a3fde43-8a46-4903-8c6f-b5bba12034e7;GEOGRAFIA DO COTIDIANO - REFLEXOES SOBRE A REPRESENTACAO ESPACIAL E A ANALISE GEOGRAFICA DA ZONA PESSOAL COTIDIANA (ZPC);2005;RESUMO;Departamento de Geociências
4912;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O MAPA DE CONFLUENCIA COMO TECNICA NA APLICACAO DE UM DIAGNOSTICO RURAL PARTICIPATIVO: O CASO DO FAXINAL DOS SEIXAS NO MUNICIPIO DE SAO JOAO DO TRIUNFO - PR;2005;RESUMO;Departamento de Geociências
4913;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O SISTEMA FAXINAL ENQUANTO UMA MODALIDADE DE USO COMUM DE TERRAS;2005;RESUMO;Departamento de Geociências
4914;9a3fde43-8a46-4903-8c6f-b5bba12034e7;REDES TECNICAS: UMA DISCUSSAO EM TORNO DA IMPLANTACAO FERREA NO TRECHO PONTA GROSSA-UNIAO DA VITORIA (PR);2005;RESUMO;Departamento de Geociências
4915;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A ARQUITETURA MODERNISTA EM PONTA GROSSA/PR: SUBSIDIOS PARA UMA POLITICA DE PRESERVACAO DO PATRIMONIO ARQUITETONICO;2006;COMPLETO;Departamento de Geociências
4916;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A EXPANSAO DO CAPITAL ERVATEIRO E O MODO FAXINALENSE DE PRODUCAO NO MUNICIPIO DE REBOUCAS - ESTADO DO PARANA;2006;COMPLETO;Departamento de Geociências
4917;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A PAISAGEM ARQUITETONICA MODERNISTA EM PONTA GROSSA - PR: DETALHES E PARTICULARIDADES DAS EDIFICACOES;2006;COMPLETO;Departamento de Geociências
4918;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A PRODUCAO DA ERVA-MATE E O DESENVOLVIMENTO REGIONAL: O CASO DA REGIAO DA FLORESTA COM ARAUCARIA NO PARANA;2006;COMPLETO;Departamento de Geociências
4919;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AGRICULTURA FAMILIAR E INDUSTRIA ERVATEIRA NA REGIAO DA MATA COM ARAUCARIA DO PARANA: UM SISTEMA PRODUTIVO DUAL;2006;COMPLETO;Departamento de Geociências
4920;9a3fde43-8a46-4903-8c6f-b5bba12034e7;GENERALIDADES E PARTICULARIDADES DO SISTEMA FAXINAL: O CASO DO FAXINAL SAUDADE SANTA ANITA NO MUNICIPIO DE TURVO (PR);2006;COMPLETO;Departamento de Geociências
4921;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O ENSINO DA GEOGRAFIA DO PARANA: ALGUMAS PREOCUPACOES E REFLEXOES;2006;COMPLETO;Departamento de Geociências
4922;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O OLHAR DO TURISTA SOBRE O RITO UCRAINO-CABOCLO DA PASCOA DOS FAXINAIS LAGEADO DE BAIXO E LAGEADO DOS MELLO NOS MUNICIPIOS DE MALLET E RIO AZUL;2006;COMPLETO;Departamento de Geociências
4923;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O PRE-MODERNO NA POS-MODERNIDADE: REFLETINDO SOBRE AS COMUNIDADE DE FAXINAIS DA FLORESTA COM ARAUCARIA DO PARANA;2006;COMPLETO;Departamento de Geociências
4924;9a3fde43-8a46-4903-8c6f-b5bba12034e7;PAISAGEM E IDENTIDADE CULTURAL: UM ESTUDO EM MALLET/PARANA;2006;COMPLETO;Departamento de Geociências
4925;9a3fde43-8a46-4903-8c6f-b5bba12034e7;PATRIMONIO ARQUITETONICO DA AREA CENTRAL DE PONTA GROSSA (PR): CONTRIBUICOES DO PLANEJAMENTO E GESTAO URBANOS PARA A SUA SALVAGUARDA;2006;COMPLETO;Departamento de Geociências
4926;9a3fde43-8a46-4903-8c6f-b5bba12034e7;POSSIBILIDADES DE PLANEJAMENTO INTEGRADO PARA PRESERVACAO HISTORICA E SOCIO-CULTURAL DOS MUNICIPIOS NOS CAMPOS GERAIS (PR);2006;COMPLETO;Departamento de Geociências
4927;9a3fde43-8a46-4903-8c6f-b5bba12034e7;SISTEMA FAXINAL: O CASO DO FAXINAL PARANA ANTA GORDA, PRUDENTOPOLIS, PARANA;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4928;9a3fde43-8a46-4903-8c6f-b5bba12034e7;PAISAGEM E IDENTIDADE CULTURAL: UM ESTUDO DO DISTRITO DE RIO CLARO DO SUL, EM MALLET/PR;2006;RESUMO;Departamento de Geociências
4929;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A INFLUENCIA DAS ONGS NA RESISTENCIA DO SISTEMA FAXINAL: O CASO DO FAXINAL SAUDADE SANTA ANITA NO MUNICIPIO DE TURVO - PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4930;1edbde62-0a41-46a0-8a7c-df9a7c803869;DETERMINACAO DOS CONSTITUINTES DE CINZAS DE CALDEIRA POR ESPECTROMETRIA DE EMISSAO PELA CHAMA, RAIO X E COMPLEXOMETRIA COM EDTA;2003;RESUMO;Departamento de Química
4931;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A INTRODUCAO DO CULTIVO DE FUMO COMO UM FATOR DE DESAGREGACAO DO SISTEMA FAXINAL: O CASO DO FAXINAL DOS LEMES NO MUNICIPIO DE IPIRANGA - PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4932;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ENTRE A CULTURA CABOCLA E A UCRANIANA: O RITO PASCAL NO FAXINAL LAGEADO DE BAIXO - MALLET/PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4933;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A INFLUENCIA DA MORFOLOGIA E DA EXPANSAO URBANA NA CONCENTRACAO E PARTICULARIZACAO DA ARQUITETURA MODERNISTA EM PONTA GROSSA - PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4934;9a3fde43-8a46-4903-8c6f-b5bba12034e7;MORAR EM EDIFICACOES GEMINADAS: NOVA TENDENCIA NO ESPACO URBANO DE PONTA GROSSA - PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4935;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O FAXINAL SAUDADE SANTA ANITA NO MUNICIPIO DE TURVO - PR E SUAS CONTRADICOES INTERNAS;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4936;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O FAXINAL SAUDADE SANTA ANITA NO MUNICIPIO DE TURVO - PR: ORIGEM E TRAJETORIA;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4937;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O FAXINAL SETE SALTOS DE BAIXO ENQUANTO ARESUR: POSSIBILIDADE E LIMITES;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4938;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O PAPEL DAS ONGS NA RESISTENCIA DO SISTEMA FAXINAL: O CASO DO FAXINAL SAUDADE SANTA ANITA NO MUNICIPIO DE TURVO - PR;2006;RESUMO_EXPANDIDO;Departamento de Geociências
4939;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TERRITORIO E TERRITORIALIDADES DO FAXINAL TAQUARI DOS RIBEIROS EM RIO AZUL/PR: UMA ANALISE A PARTIR DA RECONSTRUCAO HISTORICA FAMILIAR;2007;RESUMO;Departamento de Geociências
4940;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O DESENVOLVIMENTO TERRITORIAL ENQUANTO POSSIBILIDADE PARA SE PENSAR O FUTURO DOS FAXINAIS: UM EXEMPLO CONCRETO;2007;RESUMO;Departamento de Geociências
4941;9a3fde43-8a46-4903-8c6f-b5bba12034e7;INTERPRETACAO DOS USOS ESPACIAIS ATRAVES DA FERRAMENTA DE GEOPROCESSAMENTO;2007;RESUMO;Departamento de Geociências
4942;9a3fde43-8a46-4903-8c6f-b5bba12034e7;INSERCOES E ARTICULACOES DOS CAMPONESES NO MUNDO MODERNO: O EXEMPLO DA ERVA-MATE NAS COMUNIDADES FAXINALENSES NA REGIAO DA FLORESTA COM ARAUCARIA DO PARANA;2007;RESUMO;Departamento de Geociências
4943;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AVENIDA DOS PIONEIROS E CULTURA HOLANDESA EM CARAMBEI (PR): MUDANCAS E PERMANENCIAS;2007;RESUMO;Departamento de Geociências
4944;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AS TERRITORIALIDADES NAS POLITICAS EDUCACIONAIS VOLTADAS AS POPULACOES TRADICIONAIS: REFLEXOES A PARTIR DAS COMUNIDADES DE FAXINAIS DO PARANA;2007;RESUMO;Departamento de Geociências
4945;9a3fde43-8a46-4903-8c6f-b5bba12034e7;CONSIDERACOES SOBRE POLITICAS PUBLICAS EM PEQUENOS MUNICIPIOS NO ESTADO DO PARANA;2006;COMPLETO;Departamento de Geociências
4946;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AS TERRITORIALIDADES DOS POVOS DO CAMPO E AS POLITICAS EDUCACIONAIS: ARTICULACOES E DESARTICULACOES;2007;COMPLETO;Departamento de Geociências
4947;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TURISMO EM COMUNIDADES TRADICIONAIS: UMA ALTERNATIVA PARA OS FAXINAIS DO MUNICIPIO DE PRUDENTOPOLIS - PR;2007;COMPLETO;Departamento de Geociências
4948;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A RETOMADA DA EXTRACAO E BENEFICIAMENTO DA ERVA-MATE: UMA ALTERNATIVA PARA OS FAXINAIS NA REGIAO DA FLORESTA COM ARAUCARIA DO PARANA;2007;COMPLETO;Departamento de Geociências
4949;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMUNIDADES TRADICIONAIS EM RACIONALIDADES DUAIS: REFLEXOES SOBRE OS POVOS DE FAXINAIS;2007;COMPLETO;Departamento de Geociências
4950;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A PRODUCAO CAMPONESA NA REGIAO DA FLORESTA COM ARAUCARIA DO PARANA: REFLEXOES ACERCA DA ERVA-MATE E DO SISTEMA FAXINAL;2007;COMPLETO;Departamento de Geociências
4951;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMUNIDADES TRADICIONAIS EM SOCIEDADES MODERNAS: REFLEXOES SOBRE AS RACIONALIDADES DUAIS NOS FAXINAIS DO PARANA;2007;COMPLETO;Departamento de Geociências
4952;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A (RE)PRODUCAO CAMPONESA NA PRODUCAO DA ERVA-MATE: RELACAO ENTRE OS FAXINAIS E A INDUSTRIA ERVATEIRA NA REGIAO DA FLORESTA COM ARACUCARIA DO PARANA;2007;COMPLETO;Departamento de Geociências
4953;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O TURISMO DE BASE COMUNITARIA COMO FATOR DE FORTALECIMENTO IDENTITARIO DE POPULACOES TRADICIONAIS: REFLEXOES SOBRE OS FAXINAIS DO MUNICIPIO DE PRUDENTOPOLIS (PR);2007;COMPLETO;Departamento de Geociências
4954;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AS TERRITORIALIDADES DOS POVOS FAXINALENSES E AS POLITICAS EDUCACIONAIS DO ESTADO DO PARANA: COMPREENDENDO REALIDADES, PROBLEMATIZANDO LIMITES E BUSCADO POSSIBILIIDADES;2007;COMPLETO;Departamento de Geociências
4955;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AGRICULTURA ECOLOGICA COMO ALTERNATIVA PARA FAXINAIS: REFLEXOES A PARTIR DO FAXINAL SAUDADE SANTA ANITA - TURVO/PR;2007;COMPLETO;Departamento de Geociências
4956;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O DESENVOLVIMENTO TERRITORIAL ENQUANTO POSSIBILIDADE PARA SE PENSAR O FUTURO DOS FAXINAIS: REFLEXOES A PARTIR DO FAXINAL SAUDADE SANTA ANITA - TURVO/PR;2007;RESUMO_EXPANDIDO;Departamento de Geociências
4957;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ZONEAMENTO ECOLOGICO-CULTURAL DO MUNICIPIO DE MATO RICO - PR;2008;COMPLETO;Departamento de Geociências
4958;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O TERRITORIO DA JUVENTUDE E A JUVENTUDE NO TERRITORIO: ASPECTOS DA MULTITERRITORIALIDADE NO FAXINAL TAQUARI DOS RIBEIROS;2008;COMPLETO;Departamento de Geociências
4959;9a3fde43-8a46-4903-8c6f-b5bba12034e7;DESENVOLVIMENTO TURISTICO EM TERRITORIOS INDIGENAS DE MATO GROSSO DO SUL: UM PROCESSO DE (DES)TRADICIONALIZACAO?;2008;COMPLETO;Departamento de Geociências
4960;9a3fde43-8a46-4903-8c6f-b5bba12034e7;PASSADO E PRESENTE NO FAXINAL SAUDADE SANTA ANITA - TURVO/PR: TRANFORMACOES E PERMANENCIAS;2008;COMPLETO;Departamento de Geociências
4961;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TERRITORIO E TERRITORIALIDADE NAS RELACOES FAMILIARES: ESTUDO SOBRE A COMUNIDADE FAXINALENSE DE TAQUARI DOS RIBEIROS;2008;COMPLETO;Departamento de Geociências
4962;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TERRITORIO E TERRITORIALIDADES NAS RELACOES FAMILIARES: ESTUDO SOBRE A COMUNIDADE FAXINALENSE DE TAQUARI DOS RIBEIROS;2008;COMPLETO;Departamento de Geociências
4963;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMUNIDADES DE FAXINAL E SUAS DINAMICAS SOCIO-ESPACIAIS: DA FORMACAO A DESAGREGACAO DE UMA TRADICAO NO MUNICIPIO DE TIBAGI (PR);2008;COMPLETO;Departamento de Geociências
4964;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O TRADICIONAL E O MODERNO NA DOENCA E NA MORTE: UMA ACAO EXTENCIONISTA EM FAXINAIS;2008;RESUMO;Departamento de Geociências
4965;21dc51b2-4aef-4d50-8c3a-73713fedaee6,9a3fde43-8a46-4903-8c6f-b5bba12034e7;MEU MUNICIPIO, MINHA CIDADE, MEU BAIRRO, MINHA RUA... E POSSIVEL ENSINAR GEOGRAFIA NUMA COMUNIDADE DE FAXINAL?;2008;RESUMO;Departamento de Geociências
4966;9a3fde43-8a46-4903-8c6f-b5bba12034e7;CONHECENTO O SISTEM FAXINAL: O EXEMPLO DA COMUNIDADE TAQUARI DOS RIBEIROS - RIO AZUL/PR;2008;RESUMO;Departamento de Geociências
4967;9a3fde43-8a46-4903-8c6f-b5bba12034e7;PORTADORES DE NECESSIDADES ESPECIAIS E PLANEJAMENTO URBANO: A ACESSIBILIDADE INACESSIVEL EM PONTA GROSSA - PR;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4968;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TERRITORIOS E TERRITORIALIDADES DO FAXINAL TAQUARI DOS RIBEIROS (RIO AZUL-PR): INVESTIGACAO A PARTIR DA RECONSTRUCAO HISTORICA FAMILIAR;2007;RESUMO_EXPANDIDO;Departamento de Geociências
4969;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O DESENVOLVIMENTO TERRITORIAL COMO MODO PARA SE ANALISAR O FUTURO DOS FAXINAIS: REFLEXOES A PARTIR DO FAXINAL SAUDADE SANTA ANITA - TURVO/PR;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4970;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS CONCEITOS GEOGRAFICOS NA ORGANIZACAO DA VIDA COTIDIANO: REFLEXOES A PARTIR DE UMA COMUNIDADE DE FAXINAL;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4971;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ENTRE O TRADICIONAL E O MODERNO: A DUALIDADE NA DOENCA E NA MORTE EM COMUNIDADES DE FAXINAL;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4972;21dc51b2-4aef-4d50-8c3a-73713fedaee6,9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS CONCEITOS GEOGRAFICOS NA ORGANIZACAO DA VIDA COTIDIANA: REFLEXOES A PARTIR DE UMA COMUNIDADE DE FAXINAL;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4973;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS MUNDOS FAXINALENSES DA FLORESTA COM ARAUCARIA: HISTORIA E REPRESENTACAO SOCIAL NO FAXINAL TAQUARI DOS RIBEIROS - RIO AZUL/PR;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4974;9a3fde43-8a46-4903-8c6f-b5bba12034e7;TERRAS E POVOS DE FAXINAL: APOIO E ASSESSORIA NO RECONHECIMENTO DE POPULACOES TRADICIONAIS E TERRITORIOS SOCIAIS DO BIOMA FLORESTA COM ARAUCARIA NO PARANA;2008;RESUMO;Departamento de Geociências
4975;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O FAXINAL DO PRESENTE E O FAXINAL DO PASSADO: EVOLUCAO DO USO DA TERRA NO FAXINAL SAUDADE SANTA ANITA - TURVO - PR;2009;COMPLETO;Departamento de Geociências
4976;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMUNIDADES DE FAXINAL E SUAS DINAMICAS SOCIO-ESPACIAIS: DA FORMACAO A DESAGREGACAO DE UMA TRADICAO NO MUNICIPIO DE TIBAGI - PR;2007;COMPLETO;Departamento de Geociências
4977;9a3fde43-8a46-4903-8c6f-b5bba12034e7;ENTRE O TRADICIONAL E O MODERNO: A DUALIDADE NA DOENCA E NA MORTE EM COMUNIDADES DE FAXINAIS - UMA ACAO EXTENSIONISTA;2008;RESUMO;Departamento de Geociências
4978;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A PROBLEMATICA ESPACO/TERRITORIO A PARTIR DE GEOGRAFICIDADES EXISTENCIAIS: AS COMUNIDADES FAXINALENSES NO BRASIL MERIDIONAL;2009;COMPLETO;Departamento de Geociências
4979;9a3fde43-8a46-4903-8c6f-b5bba12034e7;A TRANSFORMACAO DE TERRITORIOS ETNICOS EM ATRACAO TURISTICA: ESTUDOS DOS POVOS INDIGENAS DE MATO GROSSO DO SUL, BRASIL;2009;COMPLETO;Departamento de Geociências
4980;9a3fde43-8a46-4903-8c6f-b5bba12034e7;DO MONOPOLIO AO TERRITORIO: DISTINTAS ESPACIALIDADES NA PRODUCAO DA ERVA-MATE NAS REGIOES CENTRO-SUL E SUDESTE DO PARANA;2007;RESUMO_EXPANDIDO;Departamento de Geociências
4981;9a3fde43-8a46-4903-8c6f-b5bba12034e7;O DESENVOLVIMENTO TERRITORIAL COMO MODO PARA SE ANALISAR O FUTURO DOS FAXINAIS: REFLEXOES A PARTIR DO FAXINAL SAUDADE SANTA ANITA;2007;RESUMO_EXPANDIDO;Departamento de Geociências
4982;9a3fde43-8a46-4903-8c6f-b5bba12034e7;INACESSIBILIDADE PARA PESSOAS COM DEFICIENCIA: EXCLUSOES DO PLANEJAMENTO URBANO EM PONTA GROSSA - PR;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4983;9a3fde43-8a46-4903-8c6f-b5bba12034e7;AS FORMAS DE RESISTENCIA DO SISTEMA FAXINAL: UMA ANALISE A PARTIR DA COMUNIDADE DE TAQUARI DOS RIBEIROS;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4984;9a3fde43-8a46-4903-8c6f-b5bba12034e7;OS CONCEITOS GEOGRAFICOS NA ORGANIZACAO DA VIDA COTIDIANA E REFLEXOES A PARTIR DE UMA COMUNIDADE DE FAXINAL;2008;RESUMO_EXPANDIDO;Departamento de Geociências
4985;9a3fde43-8a46-4903-8c6f-b5bba12034e7;COMUNIDADES DE FAXINAL E SUAS DINAMICAS SOCIO-ESPACIAIS: DA FORMACAO A DESAGREGACAO DE UMA TRADICAO NO CENTRO-SUL DO PARANA;2009;COMPLETO;Departamento de Geociências
