;id_professor;nome;ano;departamento
965;54b6291b-845b-4732-b6e2-9bd4fb6a84ba;AVALIACAO DE AGENTES RETICULANTES PARA PRODUCAO DE CURATIVOS DE ALGINATO DE SODIO;2022;Departamento de Ciências Farmacêuticas
966;54b6291b-845b-4732-b6e2-9bd4fb6a84ba;PRODUCAO E CARACTERIZACAO DE COMPLEXOS DE INCLUSAO DE b-CICLODEXTRINA E NISTATINA;2022;Departamento de Ciências Farmacêuticas
967;54b6291b-845b-4732-b6e2-9bd4fb6a84ba;CARACTERIZACAO DE CURATIVOS COMPOSTOS POR HIDROGEL DE ALGINATO DE SODIO INCORPORADO COM EXTRATO GLICOLICO DE CALENDULA;2022;Departamento de Ciências Farmacêuticas
968;54b6291b-845b-4732-b6e2-9bd4fb6a84ba;DESENVOLVIMENTO DE SISTEMA MUCOADESIVO BUCAL INCORPORADO COM OLEO DE MELALEUCA;2022;Departamento de Ciências Farmacêuticas
969;54b6291b-845b-4732-b6e2-9bd4fb6a84ba;PERMEACAO IN VITRO DE DESOXICOLATO DE SODIO INCORPORADO EM MICROEMULSOES;2022;Departamento de Ciências Farmacêuticas
970;cdd1abf0-3bbe-43d1-bf0b-3898e3c0fe58;FUNCIONALIDADE E MANUTENCAO DE CUIDADOS BUCAIS DE PACIENTES GRAVES RECUPERADOS DA COVID-19;2021;Departamento de Odontologia
971;213bd7a3-0f72-4963-95c3-73d0c30902c4;Efeito imediato do tratamento previo com clorexidina na adesao de pinos de fibra com cimento resinoso autoadesivo;2019;Departamento de Odontologia
972;213bd7a3-0f72-4963-95c3-73d0c30902c4;Diferenca na concentracao de calcio e fosforo na superficie dentinaria condicionada com diferentes protolocos de aplicacao de acido fosforico;2019;Departamento de Odontologia
973;213bd7a3-0f72-4963-95c3-73d0c30902c4;Avaliacao da microdureza do esmalte dental apos clareamento com luz violeta;2019;Departamento de Odontologia
974;213bd7a3-0f72-4963-95c3-73d0c30902c4;EFEITO LONGITUDINAL DO TRATAMENTO PREVIO COM CLOREXIDINA NA ADESAO DE PINOS DE FIBRA COM CIMENTO RESINOSO AUTOADESIVO;2020;Departamento de Odontologia
975;213bd7a3-0f72-4963-95c3-73d0c30902c4;ANALISE DO GRAU DE CONVERSAO DE CIMENTOS RESINOSOS AUTOADESIVOS FOTOPOLIMERIZADOS ATRAVES DE DIFERENTES ESPESSURAS CERAMICAS;2020;Departamento de Odontologia
976;213bd7a3-0f72-4963-95c3-73d0c30902c4;AVALIACAO DA ACURACIA DE DOIS DIFERENTES SISTEMAS DE IMPRESSAO 3D UTILIZADOS NA ODONTOLOGIA;2020;Departamento de Odontologia
977;213bd7a3-0f72-4963-95c3-73d0c30902c4;AVALIACAO DA MICRODUREZA DE VICKERS E NANOINFILTRACAO EM DIFERENTES ESTRATEGIAS ADESIVAS NA CIMENTACAO DE PINOS DE FIBRA DE VIDRO;2020;Departamento de Odontologia
978;213bd7a3-0f72-4963-95c3-73d0c30902c4;Avaliacao das propriedades de cor e translucidez do dissilicato de litio CAD/CAM apos queimas repetidas;2021;Departamento de Odontologia
979;213bd7a3-0f72-4963-95c3-73d0c30902c4;EFEITO DE FOTOATIVADORES MONOWAVE E POLYWAVE NA NANODUREZA DE RESINAS BULK-FILL COM DIFERENTES FOTOINICIADORES;2021;Departamento de Odontologia
980;213bd7a3-0f72-4963-95c3-73d0c30902c4;Avaliacao de 2 scaners intraorais quanto a sua profundidade de escaneamento em preparos de canais para cimentacao de pinos dentarios.;2021;Departamento de Odontologia
981;213bd7a3-0f72-4963-95c3-73d0c30902c4;AVALIACAO DA RESISTENCIA FLEXURAL DO DISSILICATO DE LITIO CAD/CAM APOS SUCESSIVAS QUEIMAS;2022;Departamento de Odontologia
982;213bd7a3-0f72-4963-95c3-73d0c30902c4;INFLUENCIA DO POS-PROCESSAMENTO NA CONTRACAO DE RESINAS FOTOPOLIMERIZAVEIS EM MODELOS 3D IMPRESSOS;2022;Departamento de Odontologia
983;213bd7a3-0f72-4963-95c3-73d0c30902c4;Comportamento Biomecanico de tres tipos de preparos para laminados ceramicos: avaliacao pelo Metodo de Elementos Finitos;2022;Departamento de Odontologia
984;213bd7a3-0f72-4963-95c3-73d0c30902c4;AVALIACAO DE DIFERENTES PROTOCOLO DE LIMPEZA PARA CIMENTACAO EM DISSILICATO DE LITIO;2022;Departamento de Odontologia
985;7eed0add-5ad2-4443-95af-c93bc7e76676;UMA ANALISE DA PRESENCA DO DISCURSO DE ODIO NO TWITTER DE JAIR BOLSONARO;2019;Departamento de Direito das Relações Sociais
986;7eed0add-5ad2-4443-95af-c93bc7e76676;Caiu na rede...A internet como facilitadora do Trafico Internacional de Mulheres para Exploracao Sexual;2020;Departamento de Direito das Relações Sociais
987;7eed0add-5ad2-4443-95af-c93bc7e76676;MAPEAMENTO DOS LATICINIOS PRODUZIDOS NOS CAMPOS GERAIS COM DENOMINACAO EM DESACORDO COM O ACORDO DE COMERCIO MERCOSUL UNIAO EUROPEIA;2020;Departamento de Direito das Relações Sociais
988;7eed0add-5ad2-4443-95af-c93bc7e76676;A Inconstitucionalidade na Escolha do Sexo e Biotipo da Crianca No Processo de Adocao.;2020;Departamento de Direito das Relações Sociais
989;7eed0add-5ad2-4443-95af-c93bc7e76676;A INOVACAO COMO RESULTADO DE UM PROCESSO: ANALISE COMPARATIVA ENTRE O MODELO NORTE AMERICANO E BRASILEIRO DE TRANSFERENCIA DE TECNOLOGIA;2020;Departamento de Direito das Relações Sociais
990;7eed0add-5ad2-4443-95af-c93bc7e76676;POLITICA AFIRMATIVA DE GENERO: ANALISE DA VIABILIDADE JURIDICA EM EMPRESAS E NO ENSINO SUPERIOR;2021;Departamento de Direito das Relações Sociais
991;7e70bb65-67f9-4245-b8e5-8d04df0c875b;Historia Intelectual e Historia Intelectual da Educacao: dialogo com Pierre Bourdieu;2021;Departamento de Educação
992;7e70bb65-67f9-4245-b8e5-8d04df0c875b;"""Autoria e obra: Questoes teoricas II""";2022;Departamento de Educação
993;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;RELACAO DO INDICE DAS28-VHS E DAS28-PCR E SUA APLICABILIDADE EM PACIENTES COM ARTRITE REUMATOIDE;2019;Departamento de Análises Clínicas e Toxicológicas
994;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;RELACAO DE DOENCAS ASSOCIADAS A ARTRITE REUMATOIDE EM PACIENTES ACOMPANHADOS NO AMBULATORIO DE REUMATOLOGIA DE UM HOSPITAL NA REGIAO DOS CAMPOS GERAIS;2019;Departamento de Análises Clínicas e Toxicológicas
995;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;RELACAO ENTRE PRESSAO ARTERIAL E PRESSAO INTRACRANIANA EM PACIENTES DE DIFERENTES ESTAGIOS DA DOENCA RENAL CRONICA;2020;Departamento de Análises Clínicas e Toxicológicas
996;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;ANALISE DOS FATORES DE RISCO PARA INFECCAO DE SITIO CIRURGICO EM PACIENTES ORTOPEDICOS EM UM HOSPITAL DOS CAMPOS GERAIS DO PARANA;2020;Departamento de Análises Clínicas e Toxicológicas
997;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;PROFILAXIA ANTIMICROBIANA NAS INFECCOES DE SITIO CIRURGICO VASCULAR;2021;Departamento de Análises Clínicas e Toxicológicas
998;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;ANALISE DA TERAPIA ANTIMICROBIANA EM INFECCOES DE SITIO CIRURGICO EM PACIENTES ORTOPEDICOS DE UM HOSPITAL DO PARANA;2021;Departamento de Análises Clínicas e Toxicológicas
999;4c870341-17c6-47f1-80a8-6b8a48c52d22;DESCONFORTOS TRANSCIRURGICOS EM EXTRACOES DENTARIAS (QCirDental);2022;Departamento de Odontologia
1000;feaf3255-2c3f-4e57-b6e0-cca6533c6dc3;PERFIL DAS PNEUMONIAS HOSPITALARES CAUSADAS POR STHAPYLOCCUS AUREUS EM UNIDADE DE TERAPIA INTENSIVA;2021;Departamento de Análises Clínicas e Toxicológicas
